Album,Artist,Bytes,Sales,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Milliseconds,Number of Records,Phone,PostalCode,Quantity,Region,State,Track,UnitPrice
Load,Metallica,7.85M,4.95,Orlando,,"James Hetfield, Lars Ulrich",USA,22,hleacock@gmail.com,Heather,Metal,7/7/2012 0:00,375,Leacock,MPEG audio file,240065,1,+1 (407) 999-7788,32801,5,North  America,FL,Poor Twisted Me,0.99
ReLoad,Metallica,10.55M,4.95,Orlando,,"Hetfield, Ulrich",USA,22,hleacock@gmail.com,Heather,Metal,7/7/2012 0:00,375,Leacock,MPEG audio file,322899,1,+1 (407) 999-7788,32801,5,North  America,FL,Better Than You,0.99
ReLoad,Metallica,14.86M,4.95,Orlando,,"Hetfield, Ulrich",USA,22,hleacock@gmail.com,Heather,Metal,7/7/2012 0:00,375,Leacock,MPEG audio file,457639,1,+1 (407) 999-7788,32801,5,North  America,FL,Low Man's Lyric,0.99
Miles Ahead,Miles Davis,6.90M,0.99,Halifax,,Gil Evans,Canada,31,marthasilk@gmail.com,Martha,Jazz,7/12/2012 0:00,376,Silk,MPEG audio file,212558,1,+1 (902) 450-0450,B3S 1C5,1,North  America,NS,Blues For Pablo (Alternate Take),0.99
Milton Nascimento Ao Vivo,Milton Nascimento,6.54M,0.99,Halifax,,"Milton Nascimento, Fernando Brant",Canada,31,marthasilk@gmail.com,Martha,Latin,7/12/2012 0:00,376,Silk,MPEG audio file,199758,1,+1 (902) 450-0450,B3S 1C5,1,North  America,NS,Menestrel Das Alagoas,0.99
Motley Crue Greatest Hits,MÃ¶tley CrÃ¼e,7.28M,0.99,Halifax,,Nikki Sixx,Canada,31,marthasilk@gmail.com,Martha,Metal,7/12/2012 0:00,376,Silk,MPEG audio file,221962,1,+1 (902) 450-0450,B3S 1C5,1,North  America,NS,Shout At The Devil,0.99
Ace Of Spades,MotÃ¶rhead,6.98M,0.99,Halifax,,Clarke/Kilmister/Taylor,Canada,31,marthasilk@gmail.com,Martha,Metal,7/12/2012 0:00,376,Silk,MPEG audio file,213916,1,+1 (902) 450-0450,B3S 1C5,1,North  America,NS,Jailbait,0.99
Miles Ahead,Miles Davis,6.98M,2.97,Halifax,,Dave Brubeck,Canada,31,marthasilk@gmail.com,Martha,Jazz,7/12/2012 0:00,376,Silk,MPEG audio file,214961,1,+1 (902) 450-0450,B3S 1C5,3,North  America,NS,The Duke,0.99
Minas,Milton Nascimento,7.51M,2.97,Halifax,,Toninho Horta,Canada,31,marthasilk@gmail.com,Martha,Latin,7/12/2012 0:00,376,Silk,MPEG audio file,229564,1,+1 (902) 450-0450,B3S 1C5,3,North  America,NS,Beijo Partido,0.99
St. Anger,Metallica,16.59M,2.97,Halifax,,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Canada,31,marthasilk@gmail.com,Martha,Metal,7/12/2012 0:00,376,Silk,MPEG audio file,510197,1,+1 (902) 450-0450,B3S 1C5,3,North  America,NS,Invisible Kid,0.99
...And Justice For All,Metallica,12.75M,3.96,Halifax,,"James Hetfield, Lars Ulrich & Kirk Hammett",Canada,31,marthasilk@gmail.com,Martha,Metal,7/12/2012 0:00,376,Silk,MPEG audio file,385828,1,+1 (902) 450-0450,B3S 1C5,4,North  America,NS,Eye Of The Beholder,0.99
From The Muddy Banks Of The Wishkah [Live],Nirvana,6.19M,3.96,Halifax,,Kurt Cobain,Canada,31,marthasilk@gmail.com,Martha,Rock,7/12/2012 0:00,376,Silk,MPEG audio file,190354,1,+1 (902) 450-0450,B3S 1C5,4,North  America,NS,Spank Thru,0.99
Nevermind,Nirvana,9.82M,3.96,Halifax,,Kurt Cobain,Canada,31,marthasilk@gmail.com,Martha,Rock,7/12/2012 0:00,376,Silk,MPEG audio file,301296,1,+1 (902) 450-0450,B3S 1C5,4,North  America,NS,Smells Like Teen Spirit,0.99
Minas,Milton Nascimento,13.52M,4.95,Halifax,,"John Lennon, Paul McCartney",Canada,31,marthasilk@gmail.com,Martha,Latin,7/12/2012 0:00,376,Silk,MPEG audio file,413910,1,+1 (902) 450-0450,B3S 1C5,5,North  America,NS,Norwegian Wood,0.99
Motley Crue Greatest Hits,MÃ¶tley CrÃ¼e,8.28M,4.95,Halifax,,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,Canada,31,marthasilk@gmail.com,Martha,Metal,7/12/2012 0:00,376,Silk,MPEG audio file,254511,1,+1 (902) 450-0450,B3S 1C5,5,North  America,NS,Same Ol' Situation,0.99
Demorou...,MÃ´nica Marianno,8.37M,4.95,Halifax,,MÃ´nica Marianno,Canada,31,marthasilk@gmail.com,Martha,World,7/12/2012 0:00,376,Silk,MPEG audio file,255373,1,+1 (902) 450-0450,B3S 1C5,5,North  America,NS,O Que Vai Em Meu CoraÃ§Ã£o,0.99
Demorou...,MÃ´nica Marianno,8.93M,4.95,Halifax,,MÃ´nica Marianno,Canada,31,marthasilk@gmail.com,Martha,World,7/12/2012 0:00,376,Silk,MPEG audio file,274625,1,+1 (902) 450-0450,B3S 1C5,5,North  America,NS,A MoÃ§a e a Chuva,0.99
Compositores,O TerÃ§o,7.35M,4.95,Budapest,,,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Rock,7/20/2012 0:00,377,Kovaics,MPEG audio file,223033,1,,H-1073,5,Europe,,Sangue Latino,0.99
Compositores,O TerÃ§o,8.64M,0.99,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,8/2/2012 0:00,379,Van der Berg,MPEG audio file,262791,1,+31 020 6223130,1016,1,Europe,VV,Quem Mata A Mulher Mata O Melhor,0.99
Compositores,O TerÃ§o,8.78M,2.97,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,Rock,8/2/2012 0:00,378,O'Reilly,MPEG audio file,267075,1,+353 01 6792424,,3,Europe,Dublin,Poeira,0.99
Compositores,O TerÃ§o,5.28M,3.96,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,Rock,8/2/2012 0:00,378,O'Reilly,MPEG audio file,161253,1,+353 01 6792424,,4,Europe,Dublin,Folhas Secas,0.99
Compositores,O TerÃ§o,8.47M,3.96,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,8/2/2012 0:00,379,Van der Berg,MPEG audio file,258351,1,+31 020 6223130,1016,4,Europe,VV,O BraÃ§o Da Minha Guitarra,0.99
Compositores,O TerÃ§o,10.78M,0.99,Madrid,,,Spain,50,enrique_munoz@yahoo.es,Enrique,Rock,8/3/2012 0:00,380,MuÃ±oz,MPEG audio file,329795,1,+34 914 454 454,28015,1,Europe,,Menino De Rua,0.99
Compositores,O TerÃ§o,6.52M,2.97,Madrid,,,Spain,50,enrique_munoz@yahoo.es,Enrique,Rock,8/3/2012 0:00,380,MuÃ±oz,MPEG audio file,199105,1,+34 914 454 454,28015,3,Europe,,Elza,0.99
Olodum,Olodum,6.23M,3.96,Madrid,,,Spain,50,enrique_munoz@yahoo.es,Enrique,Latin,8/3/2012 0:00,380,MuÃ±oz,MPEG audio file,188212,1,+34 914 454 454,28015,4,Europe,,Nossa Gente (Avisa LÃ ),0.99
Compositores,O TerÃ§o,9.95M,4.95,Madrid,,,Spain,50,enrique_munoz@yahoo.es,Enrique,Rock,8/3/2012 0:00,380,MuÃ±oz,MPEG audio file,306625,1,+34 914 454 454,28015,5,Europe,,MÃ£e Terra,0.99
Olodum,Olodum,7.87M,0.99,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Latin,8/4/2012 0:00,381,Murray,MPEG audio file,235833,1,+44 0131 315 3300,EH4 1HH,1,Europe,,Olodum - Smile (Instrumental),0.99
AcÃºstico MTV,Os Paralamas Do Sucesso,7.93M,0.99,Edinburgh,,Herbert Vianna,United Kingdom,54,steve.murray@yahoo.uk,Steve,Latin,8/4/2012 0:00,381,Murray,MPEG audio file,240796,1,+44 0131 315 3300,EH4 1HH,1,Europe,,Uns Dias,0.99
AcÃºstico MTV,Os Paralamas Do Sucesso,5.86M,1.98,Edinburgh,,Herbert Vianna,United Kingdom,54,steve.murray@yahoo.uk,Steve,Latin,8/4/2012 0:00,381,Murray,MPEG audio file,178337,1,+44 0131 315 3300,EH4 1HH,2,Europe,,BrasÃ­lia 5:31,0.99
Olodum,Olodum,7.23M,3.96,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Latin,8/4/2012 0:00,381,Murray,MPEG audio file,217286,1,+44 0131 315 3300,EH4 1HH,4,Europe,,Jeito Faceiro,0.99
AcÃºstico MTV,Os Paralamas Do Sucesso,6.09M,3.96,Edinburgh,,Herbert Vianna,United Kingdom,54,steve.murray@yahoo.uk,Steve,Latin,8/4/2012 0:00,381,Murray,MPEG audio file,184555,1,+44 0131 315 3300,EH4 1HH,4,Europe,,"Um Amor, Um Lugar",0.99
Olodum,Olodum,8.12M,4.95,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Latin,8/4/2012 0:00,381,Murray,MPEG audio file,245133,1,+44 0131 315 3300,EH4 1HH,5,Europe,,Todo Amor (Asas Da Liberdade),0.99
Arquivo II,Os Paralamas Do Sucesso,6.72M,0.99,Sao Jose dos Campos,Embraer,Herbert Vianna,Brazil,1,luisg@embraer.com.br,Lucas,Latin,8/7/2012 0:00,382,Gonasalves,MPEG audio file,202788,1,+55 (12) 3923-5555,12227-000,1,South America,SP,Saber Amar,0.99
AcÃºstico MTV,Os Paralamas Do Sucesso,7.59M,1.98,Sao Jose dos Campos,Embraer,Herbert Vianna,Brazil,1,luisg@embraer.com.br,Lucas,Latin,8/7/2012 0:00,382,Gonasalves,MPEG audio file,228754,1,+55 (12) 3923-5555,12227-000,2,South America,SP,Vamo BatÃª Lata,0.99
Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,6.89M,1.98,Sao Jose dos Campos,Embraer,,Brazil,1,luisg@embraer.com.br,Lucas,Latin,8/7/2012 0:00,382,Gonasalves,MPEG audio file,208431,1,+55 (12) 3923-5555,12227-000,2,South America,SP,Meu Erro,0.99
Arquivo II,Os Paralamas Do Sucesso,6.06M,3.96,Sao Jose dos Campos,Embraer,Herbert Vianna,Brazil,1,luisg@embraer.com.br,Lucas,Latin,8/7/2012 0:00,382,Gonasalves,MPEG audio file,183588,1,+55 (12) 3923-5555,12227-000,4,South America,SP,Mensagen De Amor (2000),0.99
Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,7.61M,4.95,Sao Jose dos Campos,Embraer,,Brazil,1,luisg@embraer.com.br,Lucas,Latin,8/7/2012 0:00,382,Gonasalves,MPEG audio file,227918,1,+55 (12) 3923-5555,12227-000,5,South America,SP,Cinema Mudo,0.99
Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,11.13M,4.95,Sao Jose dos Campos,Embraer,,Brazil,1,luisg@embraer.com.br,Lucas,Latin,8/7/2012 0:00,382,Gonasalves,MPEG audio file,337057,1,+55 (12) 3923-5555,12227-000,5,South America,SP,SerÃ¡ Que Vai Chover?,0.99
Tribute,Ozzy Osbourne,5.73M,4.95,Sao Jose dos Campos,Embraer,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",Brazil,1,luisg@embraer.com.br,Lucas,Metal,8/7/2012 0:00,382,Gonasalves,MPEG audio file,176352,1,+55 (12) 3923-5555,12227-000,5,South America,SP,Paranoid,0.99
Tribute,Ozzy Osbourne,8.48M,4.95,Sao Jose dos Campos,Embraer,"O. Osbourne, R. Daisley, R. Rhoads, L. Kerslake",Brazil,1,luisg@embraer.com.br,Lucas,Metal,8/7/2012 0:00,382,Gonasalves,MPEG audio file,261224,1,+55 (12) 3923-5555,12227-000,5,South America,SP,Flying High Again,0.99
No More Tears (Remastered),Ozzy Osbourne,4.30M,1.98,Sao Jose dos Campos,Embraer,"L. Kilmister, O. Osbourne & Z. Wylde",Brazil,1,luisg@embraer.com.br,Lucas,Rock,8/7/2012 0:00,382,Gonasalves,Protected AAC audio file,251586,1,+55 (12) 3923-5555,12227-000,2,South America,SP,"Mama, I'm Coming Home",0.99
Vs.,Pearl Jam,7.03M,0.99,São Paulo,Woodstock Discos,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,8/12/2012 0:00,383,Martins,MPEG audio file,215510,1,+55 (11) 3033-5446,01007-010,1,South America,SP,Dissident,0.99
Original Soundtracks 1,Passengers,7.25M,0.99,São Paulo,Woodstock Discos,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Brazil,10,eduardo@woodstock.com.br,Eduardo,Soundtrack,8/12/2012 0:00,383,Martins,MPEG audio file,221596,1,+55 (11) 3033-5446,01007-010,1,South America,SP,Plot 180,0.99
Pearl Jam,Pearl Jam,5.86M,2.97,São Paulo,Woodstock Discos,Jeff Ament,Brazil,10,eduardo@woodstock.com.br,Eduardo,Alternative & Punk,8/12/2012 0:00,383,Martins,MPEG audio file,178573,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Big Wave,0.99
Greatest Hits,Lenny Kravitz,7.34M,2.97,São Paulo,Woodstock Discos,,Brazil,10,eduardo@woodstock.com.br,Eduardo,Reggae,8/12/2012 0:00,383,Martins,MPEG audio file,221100,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Don't Look Back,0.99
The Beast Live,Paul D'Ianno,6.42M,2.97,São Paulo,Woodstock Discos,David Murray/Paul Di'Anno/Steve Harris,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,8/12/2012 0:00,383,Martins,MPEG audio file,198844,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Sanctuary,0.99
Live On Two Legs [Live],Pearl Jam,3.96M,2.97,São Paulo,Woodstock Discos,Pearl Jam,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,8/12/2012 0:00,383,Martins,MPEG audio file,122801,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Untitled,0.99
Live On Two Legs [Live],Pearl Jam,13.58M,2.97,São Paulo,Woodstock Discos,Stone Gossard & Eddie Vedder,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,8/12/2012 0:00,383,Martins,MPEG audio file,415712,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Black,0.99
Riot Act,Pearl Jam,8.20M,2.97,São Paulo,Woodstock Discos,Jeff Ament,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,8/12/2012 0:00,383,Martins,MPEG audio file,251010,1,+55 (11) 3033-5446,01007-010,3,South America,SP,1/2 Full,0.99
Riot Act,Pearl Jam,7.59M,2.97,São Paulo,Woodstock Discos,Matt Cameron,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,8/12/2012 0:00,383,Martins,MPEG audio file,231888,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Cropduster,0.99
Dark Side Of The Moon,Pink Floyd,6.71M,2.97,São Paulo,Woodstock Discos,"Gilmour, Mason, Wright, Waters",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,8/12/2012 0:00,383,Martins,MPEG audio file,205740,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Any Colour You Like,0.99
Greatest Hits,Lenny Kravitz,7.79M,3.96,São Paulo,Woodstock Discos,,Brazil,10,eduardo@woodstock.com.br,Eduardo,Reggae,8/12/2012 0:00,383,Martins,MPEG audio file,234684,1,+55 (11) 3033-5446,01007-010,4,South America,SP,Pick Myself Up,0.99
Ten,Pearl Jam,5.28M,3.96,São Paulo,Woodstock Discos,Jeff Ament/Stone Gossard,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,8/12/2012 0:00,383,Martins,MPEG audio file,162194,1,+55 (11) 3033-5446,01007-010,4,South America,SP,Oceans,0.99
Original Soundtracks 1,Passengers,10.87M,3.96,São Paulo,Woodstock Discos,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Brazil,10,eduardo@woodstock.com.br,Eduardo,Soundtrack,8/12/2012 0:00,383,Martins,MPEG audio file,328228,1,+55 (11) 3033-5446,01007-010,4,South America,SP,Your Blue Room,0.99
Walking Into Clarksdale,Page & Plant,11.00M,4.95,São Paulo,Woodstock Discos,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,8/12/2012 0:00,383,Martins,MPEG audio file,336535,1,+55 (11) 3033-5446,01007-010,5,South America,SP,Most High,0.99
Os CÃ£es Ladram Mas A Caravana NÃ£o PÃ¡ra,Planet Hemp,6.68M,1.98,Chicago,,,USA,24,fralston@gmail.com,Frank,Hip Hop/Rap,8/20/2012 0:00,384,Ralston,MPEG audio file,202004,1,+1 (312) 332-3232,60611,2,North  America,IL,Rappers Reais,0.99
Greatest Hits I,Queen,7.17M,1.98,Tucson,,"Deacon, John",USA,27,patrick.gray@aol.com,Patrick,Rock,9/2/2012 0:00,386,Gray,MPEG audio file,216946,1,+1 (520) 622-4200,85719,2,North  America,AZ,Another One Bites The Dust,0.99
Os CÃ£es Ladram Mas A Caravana NÃ£o PÃ¡ra,Planet Hemp,4.12M,3.96,Madison,,,USA,25,vstevens@yahoo.com,Victor,Hip Hop/Rap,9/2/2012 0:00,385,Stevens,MPEG audio file,121808,1,+1 (608) 257-0597,53703,4,North  America,WI,Nega Do Cabelo Duro,0.99
Os CÃ£es Ladram Mas A Caravana NÃ£o PÃ¡ra,Planet Hemp,6.81M,3.96,Madison,,,USA,25,vstevens@yahoo.com,Victor,Hip Hop/Rap,9/2/2012 0:00,385,Stevens,MPEG audio file,205923,1,+1 (608) 257-0597,53703,4,North  America,WI,Hemp Family,0.99
Os CÃ£es Ladram Mas A Caravana NÃ£o PÃ¡ra,Planet Hemp,13.56M,4.95,Tucson,,,USA,27,patrick.gray@aol.com,Patrick,Hip Hop/Rap,9/2/2012 0:00,386,Gray,MPEG audio file,410409,1,+1 (520) 622-4200,85719,5,North  America,AZ,Se Liga,0.99
Greatest Hits I,Queen,5.60M,0.99,Toronto,,"Deacon, John",Canada,29,robbrown@shaw.ca,Robert,Rock,9/3/2012 0:00,387,Brown,MPEG audio file,172225,1,+1 (416) 363-8888,M6J 1V1,1,North  America,ON,You're My Best Friend,0.99
Greatest Hits I,Queen,7.44M,1.98,Toronto,,"May, Brian",Canada,29,robbrown@shaw.ca,Robert,Rock,9/3/2012 0:00,387,Brown,MPEG audio file,228832,1,+1 (416) 363-8888,M6J 1V1,2,North  America,ON,Save Me,0.99
Greatest Hits I,Queen,9.65M,1.98,Toronto,,"Mercury, Freddie",Canada,29,robbrown@shaw.ca,Robert,Rock,9/3/2012 0:00,387,Brown,MPEG audio file,297351,1,+1 (416) 363-8888,M6J 1V1,2,North  America,ON,Somebody To Love,0.99
Greatest Hits I,Queen,6.63M,2.97,Toronto,,"May, Brian",Canada,29,robbrown@shaw.ca,Robert,Rock,9/3/2012 0:00,387,Brown,MPEG audio file,204695,1,+1 (416) 363-8888,M6J 1V1,3,North  America,ON,Fat Bottomed Girls,0.99
Out Of Time,R.E.M. Feat. Kate Pearson,8.19M,3.96,Yellowknife,,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Canada,33,ellie.sullivan@shaw.ca,Ellie,Alternative & Punk,9/4/2012 0:00,388,Sullivan,MPEG audio file,246674,1,+1 (867) 920-2233,X1A 1N6,4,North  America,NT,Me In Honey,0.99
Greatest Hits I,Queen,5.46M,3.96,Yellowknife,,"May, Brian",Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,9/4/2012 0:00,388,Sullivan,MPEG audio file,168489,1,+1 (867) 920-2233,X1A 1N6,4,North  America,NT,Flash,0.99
Green,R.E.M.,7.37M,4.95,Yellowknife,,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Canada,33,ellie.sullivan@shaw.ca,Ellie,Alternative & Punk,9/4/2012 0:00,388,Sullivan,MPEG audio file,226298,1,+1 (867) 920-2233,X1A 1N6,5,North  America,NT,You Are The Everything,0.99
News Of The World,Queen,6.29M,4.95,Yellowknife,,Deacon,Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,9/4/2012 0:00,388,Sullivan,MPEG audio file,186958,1,+1 (867) 920-2233,X1A 1N6,5,North  America,NT,Who Needs You,0.99
News Of The World,Queen,8.94M,4.95,Yellowknife,,Deacon,Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,9/4/2012 0:00,388,Sullivan,MPEG audio file,275356,1,+1 (867) 920-2233,X1A 1N6,5,North  America,NT,Spread Your Wings,0.99
News Of The World,Queen,4.03M,4.95,Yellowknife,,May,Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,9/4/2012 0:00,388,Sullivan,MPEG audio file,122671,1,+1 (867) 920-2233,X1A 1N6,5,North  America,NT,We Will Rock You,0.99
The Best Of R.E.M.: The IRS Years,R.E.M.,7.54M,0.99,Paris,,R.E.M.,France,39,camille.bernard@yahoo.fr,Camille,Alternative & Punk,9/7/2012 0:00,389,Bernard,MPEG audio file,227709,1,+33 01 49 70 65 65,75009,1,Europe,,I Believe,0.99
The Best Of R.E.M.: The IRS Years,R.E.M.,9.01M,0.99,Paris,,R.E.M.,France,39,camille.bernard@yahoo.fr,Camille,Alternative & Punk,9/7/2012 0:00,389,Bernard,MPEG audio file,272352,1,+33 01 49 70 65 65,75009,1,Europe,,Don't Go Back To Rockville,0.99
Out Of Time,R.E.M. Feat. Kate Pearson,9.63M,0.99,Paris,,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,France,39,camille.bernard@yahoo.fr,Camille,Alternative & Punk,9/7/2012 0:00,389,Bernard,MPEG audio file,296777,1,+33 01 49 70 65 65,75009,1,Europe,,Low,0.99
Green,R.E.M.,7.75M,2.97,Paris,,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,France,39,camille.bernard@yahoo.fr,Camille,Alternative & Punk,9/7/2012 0:00,389,Bernard,MPEG audio file,235911,1,+33 01 49 70 65 65,75009,3,Europe,,Hairshirt,0.99
Out Of Time,R.E.M. Feat. Kate Pearson,8.18M,2.97,Paris,,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,France,39,camille.bernard@yahoo.fr,Camille,Alternative & Punk,9/7/2012 0:00,389,Bernard,MPEG audio file,249782,1,+33 01 49 70 65 65,75009,3,Europe,,Country Feedback,0.99
New Adventures In Hi-Fi,R.E.M.,9.95M,2.97,Paris,,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,France,39,camille.bernard@yahoo.fr,Camille,Rock,9/7/2012 0:00,389,Bernard,MPEG audio file,301688,1,+33 01 49 70 65 65,75009,3,Europe,,Binky The Doormat,0.99
New Adventures In Hi-Fi,R.E.M.,10.13M,3.96,Paris,,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,France,39,camille.bernard@yahoo.fr,Camille,Rock,9/7/2012 0:00,389,Bernard,MPEG audio file,309498,1,+33 01 49 70 65 65,75009,4,Europe,,Undertow,0.99
Cesta BÃ¡sica,Raimundos,4.62M,4.95,Paris,,Rodolfo,France,39,camille.bernard@yahoo.fr,Camille,Alternative & Punk,9/7/2012 0:00,389,Bernard,MPEG audio file,142132,1,+33 01 49 70 65 65,75009,5,Europe,,A Sua,0.99
Cesta BÃ¡sica,Raimundos,8.13M,4.95,Paris,,Rodolfo,France,39,camille.bernard@yahoo.fr,Camille,Alternative & Punk,9/7/2012 0:00,389,Bernard,MPEG audio file,249051,1,+33 01 49 70 65 65,75009,5,Europe,,BÃª-a-BÃ¡,0.99
Greatest Hits,Lenny Kravitz,6.71M,0.99,Amsterdam,,Kenny Gamble and Leon Huff,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,206524,1,+31 020 6223130,1016,1,Europe,VV,If You Don't Know Me By Now,0.99
Raul Seixas,Raul Seixas,6.51M,0.99,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,196702,1,+31 020 6223130,1016,1,Europe,VV,Sapato 36,0.99
By The Way,Red Hot Chili Peppers,8.47M,0.99,Amsterdam,,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,257906,1,+31 020 6223130,1016,1,Europe,VV,This Is The Place,0.99
By The Way,Red Hot Chili Peppers,10.40M,1.98,Amsterdam,,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,317413,1,+31 020 6223130,1016,2,Europe,VV,Tear,0.99
Californication,Red Hot Chili Peppers,6.59M,1.98,Amsterdam,,Red Hot Chili Peppers,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,198164,1,+31 020 6223130,1016,2,Europe,VV,Get On Top,0.99
Santana Live,Santana,27.49M,1.98,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,850259,1,+31 020 6223130,1016,2,Europe,VV,Just Ain't Good Enough,0.99
Maquinarama,Skank,8.98M,1.98,Amsterdam,,Chico Amaral/Samuel Rosa,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,272169,1,+31 020 6223130,1016,2,Europe,VV,Fica,0.99
O Samba PoconÃ©,Skank,8.22M,1.98,Amsterdam,,Samuel Rosa,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,245551,1,+31 020 6223130,1016,2,Europe,VV,Os Exilados,0.99
Blood Sugar Sex Magik,Red Hot Chili Peppers,7.20M,2.97,Amsterdam,,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Alternative & Punk,9/12/2012 0:00,390,Van der Berg,MPEG audio file,216790,1,+31 020 6223130,1016,3,Europe,VV,If You Have To Ask,0.99
Blood Sugar Sex Magik,Red Hot Chili Peppers,8.68M,2.97,Amsterdam,,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Alternative & Punk,9/12/2012 0:00,390,Van der Berg,MPEG audio file,264359,1,+31 020 6223130,1016,3,Europe,VV,Under The Bridge,0.99
Maquinarama,Skank,9.27M,2.97,Amsterdam,,Chico Amaral/Edgard Scandurra/Samuel Rosa,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,278987,1,+31 020 6223130,1016,3,Europe,VV,Ãgua E Fogo,0.99
Californication,Red Hot Chili Peppers,3.72M,4.95,Amsterdam,,Red Hot Chili Peppers,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,112613,1,+31 020 6223130,1016,5,Europe,VV,Right On Time,0.99
Retrospective I (1974-1980),Rush,8.69M,4.95,Amsterdam,,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,264515,1,+31 020 6223130,1016,5,Europe,VV,Anthem,0.99
Santana - As Years Go By,Santana,20.61M,4.95,Amsterdam,,E.Weiss,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,9/12/2012 0:00,390,Van der Berg,MPEG audio file,628062,1,+31 020 6223130,1016,5,Europe,VV,La Puesta Del Sol,0.99
